"Hostname","Domain","OSName","OSVersion","OSBuild","Architecture","InstallDate","LastBoot","Uptime","CurrentUser","SystemManufacturer","SystemModel","SerialNumber","TotalMemoryGB","TimeZone","UTCOffset","TriageTimestamp","TriageUser","IsAdmin","PowerShellVersion"
"NEBULA","WORKGROUP","Microsoft Windows 11 Pro","10.0.26200","26200","64-bit","7/20/2025 21:33:37","4/12/2026 12:33:28","0d 6h 51m","Nebula","Micro-Star International Co., Ltd.","MS-7E70","To be filled by O.E.M.","61.38","Eastern Standard Time","-05:00:00","2026-04-12 19:24:48","NEBULA\Nebula","False","5.1.26100.8115"
