"PID","PPID","Name","Path","CommandLine","Owner","SHA256","CreationDate","WorkingSetMB","ThreadCount","HandleCount","Flags"
"22596","31788","brave.exe","C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe","""C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe"" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=104 --time-ticks-at-unix-epoch=-1776011608124319 --launch-time-ticks=21685071948 --metrics-shmem-handle=5828,i,679612666578858567,7718630663849281468,2097152 --field-trial-handle=1876,i,1352008025627516379,520459169733221897,262144 --variations-seed-version=main@f302a28ab582480bd3f028035bc9568f1e46931a --pseudonymization-salt-handle=1880,i,7659466674756741429,17131394992920333802,4 --trace-process-track-uuid=3190709083764223790 --mojo-platform-channel-handle=6884 /prefetch:1","NEBULA\Nebula","AF43909889CDDF9EABF8577663C3B17125F256E17A38C6322297DDDB49E59F6E","4/12/2026 18:34:53","91.11","34","353",""
"46556","45836","OpenConsole.exe","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" --headless --textMeasurement graphemes --width 120 --height 30 --signal 0x160c --server 0x1604","NEBULA\Nebula","21A102BAC501CF77A381F5E707538188044BDB60F7ED8CD861A4DC17CDF1AD4D","4/12/2026 18:35:09","14.01","5","195",""
"32628","45836","powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","NEBULA\Nebula","0FF6F2C94BC7E2833A5F7E16DE1622E5DBA70396F31C7D5F56381870317E8C46","4/12/2026 18:35:09","72.45","10","523",""
"14132","32628","python.exe","C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe","""C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe"" app.py","NEBULA\Nebula","CA60CF785B2314A6D6599ECED15BDF094E6DB171BEC996B97A70B995942C3C37","4/12/2026 18:35:25","39.29","1","217",""
"50000","45836","OpenConsole.exe","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" --headless --textMeasurement graphemes --width 120 --height 30 --signal 0x1518 --server 0x149c","NEBULA\Nebula","21A102BAC501CF77A381F5E707538188044BDB60F7ED8CD861A4DC17CDF1AD4D","4/12/2026 18:35:37","14","5","195",""
"19336","45836","powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","NEBULA\Nebula","0FF6F2C94BC7E2833A5F7E16DE1622E5DBA70396F31C7D5F56381870317E8C46","4/12/2026 18:35:37","72.35","10","538",""
"44224","19336","python.exe","C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe","""C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe"" app.py","NEBULA\Nebula","CA60CF785B2314A6D6599ECED15BDF094E6DB171BEC996B97A70B995942C3C37","4/12/2026 18:35:39","35.11","1","196",""
"43212","45836","OpenConsole.exe","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" --headless --textMeasurement graphemes --width 120 --height 30 --signal 0x1b10 --server 0x1b08","NEBULA\Nebula","21A102BAC501CF77A381F5E707538188044BDB60F7ED8CD861A4DC17CDF1AD4D","4/12/2026 18:35:55","14","5","195",""
"36084","45836","powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","NEBULA\Nebula","0FF6F2C94BC7E2833A5F7E16DE1622E5DBA70396F31C7D5F56381870317E8C46","4/12/2026 18:35:55","72.45","10","533",""
"20400","36084","python.exe","C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe","""C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe"" app.py","NEBULA\Nebula","CA60CF785B2314A6D6599ECED15BDF094E6DB171BEC996B97A70B995942C3C37","4/12/2026 18:36:07","36.14","1","196",""
"3456","45836","OpenConsole.exe","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" --headless --textMeasurement graphemes --width 120 --height 30 --signal 0x1e04 --server 0x1dfc","NEBULA\Nebula","21A102BAC501CF77A381F5E707538188044BDB60F7ED8CD861A4DC17CDF1AD4D","4/12/2026 18:36:18","14.02","5","196",""
"13432","45836","powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","NEBULA\Nebula","0FF6F2C94BC7E2833A5F7E16DE1622E5DBA70396F31C7D5F56381870317E8C46","4/12/2026 18:36:18","79.25","10","798",""
"10020","45836","OpenConsole.exe","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" --headless --textMeasurement graphemes --width 120 --height 30 --signal 0x20f0 --server 0x20b0","NEBULA\Nebula","21A102BAC501CF77A381F5E707538188044BDB60F7ED8CD861A4DC17CDF1AD4D","4/12/2026 18:36:57","14.01","5","195",""
"46796","45836","powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","NEBULA\Nebula","0FF6F2C94BC7E2833A5F7E16DE1622E5DBA70396F31C7D5F56381870317E8C46","4/12/2026 18:36:57","77.69","9","705",""
"47292","46796","python.exe","C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe","""C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe"" app.py","NEBULA\Nebula","CA60CF785B2314A6D6599ECED15BDF094E6DB171BEC996B97A70B995942C3C37","4/12/2026 18:38:54","41.57","1","203",""
"49836","13736","powershell.exe","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ","NEBULA\Nebula","0FF6F2C94BC7E2833A5F7E16DE1622E5DBA70396F31C7D5F56381870317E8C46","4/12/2026 18:40:05","82.29","9","730",""
"49524","49836","conhost.exe","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","NEBULA\Nebula","804C132AA005C2E90649AD2A9E5BC274B0CDFE07A45A17A6367F6D4FF85A64C7","4/12/2026 18:40:05","9.95","2","135",""
"27080","2096","OpenConsole.exe","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" -Embedding","NEBULA\Nebula","21A102BAC501CF77A381F5E707538188044BDB60F7ED8CD861A4DC17CDF1AD4D","4/12/2026 18:40:05","21.78","7","321",""
"49804","49836","claude.exe","C:\Users\Nebula\.local\bin\claude.exe","""C:\Users\Nebula\.local\bin\claude.exe""","NEBULA\Nebula","DD575768C8815D26A7771E4648DDC1100CB9F284D761E3C081D9E4B69B3A96A7","4/12/2026 18:40:22","644.36","21","292",""
"40528","31788","brave.exe","C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe","""C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe"" --type=renderer --enable-distillability-service --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --no-pre-read-main-dll --start-stack-profiler --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=105 --time-ticks-at-unix-epoch=-1776011608124319 --launch-time-ticks=22263194710 --metrics-shmem-handle=4044,i,7156939298700835193,14748893817975010664,2097152 --field-trial-handle=1876,i,1352008025627516379,520459169733221897,262144 --variations-seed-version=main@f302a28ab582480bd3f028035bc9568f1e46931a --pseudonymization-salt-handle=1880,i,7659466674756741429,17131394992920333802,4 --trace-process-track-uuid=3190709084701265639 --mojo-platform-channel-handle=6716 /prefetch:1","NEBULA\Nebula","AF43909889CDDF9EABF8577663C3B17125F256E17A38C6322297DDDB49E59F6E","4/12/2026 18:44:31","32.04","13","229",""
"18556","45836","OpenConsole.exe","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe","""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" --headless --textMeasurement graphemes --width 120 --height 30 --signal 0xe0c --server 0x26e0","NEBULA\Nebula","21A102BAC501CF77A381F5E707538188044BDB60F7ED8CD861A4DC17CDF1AD4D","4/12/2026 18:45:52","14.07","6","193",""
"44308","45836","powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","NEBULA\Nebula","0FF6F2C94BC7E2833A5F7E16DE1622E5DBA70396F31C7D5F56381870317E8C46","4/12/2026 18:45:52","85.86","14","713",""
"17744","13432","python.exe","C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe","""C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe"" app.py","NEBULA\Nebula","CA60CF785B2314A6D6599ECED15BDF094E6DB171BEC996B97A70B995942C3C37","4/12/2026 18:48:37","37.56","1","210",""
"22940","17744","python.exe","C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe","C:\Users\Nebula\AppData\Local\Programs\Python\Python312\python.exe app.py","NEBULA\Nebula","CA60CF785B2314A6D6599ECED15BDF094E6DB171BEC996B97A70B995942C3C37","4/12/2026 18:48:37","37.61","2","205",""
"50164","35676","splwow64.exe","C:\WINDOWS\splwow64.exe","C:\WINDOWS\splwow64.exe 8192","NEBULA\Nebula","3132F97617635455E66F7F53282B4C7023F3939CE481EC13B4FBB39DA0134140","4/12/2026 18:49:36","19.5","2","229",""
"13580","1996","svchost.exe",,,"N/A","NO_PATH","4/12/2026 19:05:49","18.07","7","257",""
"7328","12808","SearchProtocolHost.exe",,,"ACCESS_DENIED","NO_PATH","4/12/2026 19:09:07","19.73","4","420",""
"18048","1996","svchost.exe",,,"N/A","NO_PATH","4/12/2026 19:10:45","9.59","6","177",""
"19424","44308","powershell.exe","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","""C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe"" -ExecutionPolicy Bypass -Command -","NEBULA\Nebula","0FF6F2C94BC7E2833A5F7E16DE1622E5DBA70396F31C7D5F56381870317E8C46","4/12/2026 19:11:25","111.47","28","766",""
