"FullPath","Name","Extension","SizeKB","Created","Modified","Accessed","Directory","SuspiciousExt","Hidden"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776024291.log","vscode-inno-updater-1776024291.log",".log","2.02","4/12/2026 16:04:51","4/12/2026 16:04:51","4/12/2026 16:04:51","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\Local Storage\leveldb\LOG","LOG","","0.28","12/22/2025 07:23:33","4/12/2026 16:04:51","4/12/2026 16:04:51","C:\Users\Nebula\AppData\Roaming\Code\Local Storage\leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\Crashpad\settings.dat","settings.dat",".dat","0.04","12/22/2025 09:12:33","4/12/2026 16:04:51","4/12/2026 16:04:51","C:\Users\Nebula\AppData\Roaming\Code\Crashpad","False","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\.github.lnk",".github.lnk",".lnk","0.61","4/12/2026 15:56:11","4/12/2026 16:04:51","4/12/2026 16:04:51","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\README.md.lnk","README.md.lnk",".lnk","0.82","3/18/2026 23:50:03","4/12/2026 16:04:51","4/12/2026 16:04:51","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\Documents\GitHub\Rootless-Ghost\README.md","README.md",".md","10.18","12/5/2025 07:38:37","4/12/2026 15:57:11","4/12/2026 18:03:09","C:\Users\Nebula\Documents\GitHub\Rootless-Ghost","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\Network\Network Persistent State","Network Persistent State","","0.61","12/22/2025 07:23:43","4/12/2026 15:56:15","4/12/2026 15:56:15","C:\Users\Nebula\AppData\Roaming\Code\Network","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\Session Storage\LOG.old","LOG.old",".old","0.27","12/22/2025 07:37:04","4/12/2026 15:56:15","4/12/2026 15:56:15","C:\Users\Nebula\AppData\Roaming\Code\Session Storage","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\mcpGateway.log","mcpGateway.log",".log","0.17","4/12/2026 15:56:12","4/12/2026 15:56:15","4/12/2026 15:56:15","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\main.log","main.log",".log","0.15","4/12/2026 15:56:12","4/12/2026 15:56:15","4/12/2026 15:56:15","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\remoteTunnelService.log","remoteTunnelService.log",".log","0.05","4/12/2026 15:56:12","4/12/2026 15:56:13","4/12/2026 15:56:13","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\editSessions.log","editSessions.log",".log","0.13","4/12/2026 15:56:13","4/12/2026 15:56:13","4/12/2026 15:56:13","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\terminal.log","terminal.log",".log","0","4/12/2026 15:56:13","4/12/2026 15:56:13","4/12/2026 15:56:13","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\userDataSync.log","userDataSync.log",".log","0.16","4/12/2026 15:56:12","4/12/2026 15:56:12","4/12/2026 15:56:12","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\telemetry.log","telemetry.log",".log","0","4/12/2026 15:56:12","4/12/2026 15:56:12","4/12/2026 15:56:12","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\network-shared.log","network-shared.log",".log","0","4/12/2026 15:56:12","4/12/2026 15:56:12","4/12/2026 15:56:12","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612\sharedprocess.log","sharedprocess.log",".log","0","4/12/2026 15:56:12","4/12/2026 15:56:12","4/12/2026 15:56:12","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155612","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776023772.log","vscode-inno-updater-1776023772.log",".log","2.02","4/12/2026 15:56:12","4/12/2026 15:56:12","4/12/2026 15:56:12","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776023772.log","vscode-inno-updater-1776023772.log",".log","2.02","4/12/2026 15:56:12","4/12/2026 15:56:12","4/12/2026 15:56:12","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\Local Storage\leveldb\LOG.old","LOG.old",".old","0.28","12/22/2025 07:23:33","4/12/2026 15:56:12","4/12/2026 15:56:12","C:\Users\Nebula\AppData\Roaming\Code\Local Storage\leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\DIPS","DIPS","","36","12/22/2025 07:23:33","4/12/2026 15:56:08","4/12/2026 15:56:08","C:\Users\Nebula\AppData\Roaming\Code","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\mcpGateway.log","mcpGateway.log",".log","0.17","4/12/2026 15:56:02","4/12/2026 15:56:08","4/12/2026 15:56:08","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\main.log","main.log",".log","0.15","4/12/2026 15:56:02","4/12/2026 15:56:08","4/12/2026 15:56:08","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\Cache\Cache_Data\data_2","data_2","","1032","12/22/2025 07:23:34","4/12/2026 15:56:05","4/12/2026 15:56:05","C:\Users\Nebula\AppData\Roaming\Code\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\remoteTunnelService.log","remoteTunnelService.log",".log","0.05","4/12/2026 15:56:03","4/12/2026 15:56:03","4/12/2026 15:56:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\editSessions.log","editSessions.log",".log","0.13","4/12/2026 15:56:03","4/12/2026 15:56:03","4/12/2026 15:56:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\terminal.log","terminal.log",".log","0","4/12/2026 15:56:03","4/12/2026 15:56:03","4/12/2026 15:56:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\network-shared.log","network-shared.log",".log","0","4/12/2026 15:56:03","4/12/2026 15:56:03","4/12/2026 15:56:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\userDataSync.log","userDataSync.log",".log","0.16","4/12/2026 15:56:03","4/12/2026 15:56:03","4/12/2026 15:56:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\telemetry.log","telemetry.log",".log","0","4/12/2026 15:56:03","4/12/2026 15:56:03","4/12/2026 15:56:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602\sharedprocess.log","sharedprocess.log",".log","0","4/12/2026 15:56:03","4/12/2026 15:56:03","4/12/2026 15:56:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T155602","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776023762.log","vscode-inno-updater-1776023762.log",".log","2.02","4/12/2026 15:56:02","4/12/2026 15:56:02","4/12/2026 15:56:02","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776023762.log","vscode-inno-updater-1776023762.log",".log","2.02","4/12/2026 15:56:02","4/12/2026 15:56:02","4/12/2026 15:56:02","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\nebula-forge-org-readme.lnk","nebula-forge-org-readme.lnk",".lnk","0.69","4/12/2026 13:45:01","4/12/2026 15:56:02","4/12/2026 15:56:02","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\Desktop\Sec-Projects\Nebula-Forge\ir-chain\main.py","main.py",".py","8.62","4/12/2026 15:54:05","4/12/2026 15:54:05","4/12/2026 17:49:40","C:\Users\Nebula\Desktop\Sec-Projects\Nebula-Forge\ir-chain","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\Nebula-Forge\ir-chain\requirements.txt","requirements.txt",".txt","0.05","4/12/2026 15:53:13","4/12/2026 15:53:13","4/12/2026 15:53:13","C:\Users\Nebula\Desktop\Sec-Projects\Nebula-Forge\ir-chain","False","0"
"C:\ProgramData\Dell\InventoryCollector\Log\ICDebugLog.txt","ICDebugLog.txt",".txt","26.72","1/12/2026 15:52:29","4/12/2026 15:52:05","4/12/2026 15:52:05","C:\ProgramData\Dell\InventoryCollector\Log","False","0"
"C:\ProgramData\Whesvc\pool_tags_summary\pool_tags_summary_2026-04-12_19_42_46_643.json","pool_tags_summary_2026-04-12_19_42_46_643.json",".json","6.59","4/12/2026 15:42:46","4/12/2026 15:42:46","4/12/2026 15:42:46","C:\ProgramData\Whesvc\pool_tags_summary","False","0"
"C:\ProgramData\Whesvc\pool_tags_summary\pool_tags_summary_2026-04-12_19_11_46_365.json","pool_tags_summary_2026-04-12_19_11_46_365.json",".json","6.55","4/12/2026 15:11:46","4/12/2026 15:11:46","4/12/2026 15:11:46","C:\ProgramData\Whesvc\pool_tags_summary","False","0"
"C:\ProgramData\Seagate\DiscWizard\GaDatabase\ga20.db","ga20.db",".db","24","7/27/2025 14:45:03","4/12/2026 15:07:26","4/12/2026 18:15:00","C:\ProgramData\Seagate\DiscWizard\GaDatabase","False","0"
"C:\ProgramData\Seagate\DiscWizard\Logs\ga_antimalware_gatherer.log","ga_antimalware_gatherer.log",".log","495.26","7/27/2025 15:05:26","4/12/2026 15:05:26","4/12/2026 15:05:26","C:\ProgramData\Seagate\DiscWizard\Logs","False","0"
"C:\Users\Nebula\AppData\Local\Temp\system-commandline-sentinel-files\dotnet-suggest-registration-git-credential-manager, Version=2.7.3.0, Culture=neutral, PublicKeyToken=null","dotnet-suggest-registration-git-credential-manager, Version=2.7.3.0, Culture=neutral, PublicKeyToken=null",".0, Culture=neutral, PublicKeyToken=null","0.49","4/12/2026 14:45:45","4/12/2026 14:45:45","4/12/2026 14:45:45","C:\Users\Nebula\AppData\Local\Temp\system-commandline-sentinel-files","False","0"
"C:\Users\Nebula\AppData\Local\Temp\system-commandline-sentinel-files\dotnet-suggest-registration-git-credential-manager, Version=2.7.3.0, Culture=neutral, PublicKeyToken=null","dotnet-suggest-registration-git-credential-manager, Version=2.7.3.0, Culture=neutral, PublicKeyToken=null",".0, Culture=neutral, PublicKeyToken=null","0.49","4/12/2026 14:45:45","4/12/2026 14:45:45","4/12/2026 14:45:45","C:\Users\Nebula\AppData\Local\Temp\system-commandline-sentinel-files","False","0"
"C:\ProgramData\Whesvc\pool_tags_summary\pool_tags_summary_2026-04-12_18_40_46_154.json","pool_tags_summary_2026-04-12_18_40_46_154.json",".json","6.5","4/12/2026 14:40:46","4/12/2026 14:40:46","4/12/2026 14:40:46","C:\ProgramData\Whesvc\pool_tags_summary","False","0"
"C:\Users\Nebula\AppData\Roaming\Notepad++\backup\new 2@2026-04-12_134001","new 2@2026-04-12_134001","","0","4/12/2026 13:40:01","4/12/2026 14:39:15","4/12/2026 14:39:15","C:\Users\Nebula\AppData\Roaming\Notepad++\backup","False","0"
"C:\ProgramData\USOPrivate\UpdateStore\store.db","store.db",".db","760","7/18/2025 05:10:40","4/12/2026 14:38:45","4/12/2026 14:38:45","C:\ProgramData\USOPrivate\UpdateStore","False","0"
"C:\Users\Nebula\Desktop\Sec-Projects\EndpointForge\README.md","README.md",".md","24.86","4/12/2026 14:33:50","4/12/2026 14:33:50","4/12/2026 17:49:03","C:\Users\Nebula\Desktop\Sec-Projects\EndpointForge","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\mcpGateway.log","mcpGateway.log",".log","0.17","4/12/2026 14:21:13","4/12/2026 14:21:15","4/12/2026 14:21:15","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\main.log","main.log",".log","0.15","4/12/2026 14:21:13","4/12/2026 14:21:15","4/12/2026 14:21:15","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\remoteTunnelService.log","remoteTunnelService.log",".log","0.05","4/12/2026 14:21:13","4/12/2026 14:21:14","4/12/2026 14:21:14","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\editSessions.log","editSessions.log",".log","0.13","4/12/2026 14:21:14","4/12/2026 14:21:14","4/12/2026 14:21:14","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\terminal.log","terminal.log",".log","0","4/12/2026 14:21:14","4/12/2026 14:21:14","4/12/2026 14:21:14","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\sharedprocess.log","sharedprocess.log",".log","0.29","4/12/2026 14:21:13","4/12/2026 14:21:13","4/12/2026 14:21:13","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\network-shared.log","network-shared.log",".log","0","4/12/2026 14:21:13","4/12/2026 14:21:13","4/12/2026 14:21:13","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\userDataSync.log","userDataSync.log",".log","0.16","4/12/2026 14:21:13","4/12/2026 14:21:13","4/12/2026 14:21:13","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113\telemetry.log","telemetry.log",".log","0","4/12/2026 14:21:13","4/12/2026 14:21:13","4/12/2026 14:21:13","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T142113","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\CachedProfilesData\__default__profile__\extensions.user.cache","extensions.user.cache",".cache","143.6","4/12/2026 14:21:13","4/12/2026 14:21:13","4/12/2026 15:56:03","C:\Users\Nebula\AppData\Roaming\Code\CachedProfilesData\__default__profile__","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776018073.log","vscode-inno-updater-1776018073.log",".log","2.02","4/12/2026 14:21:13","4/12/2026 14:21:13","4/12/2026 14:21:13","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776018073.log","vscode-inno-updater-1776018073.log",".log","2.02","4/12/2026 14:21:13","4/12/2026 14:21:13","4/12/2026 14:21:13","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\SigmaForge.lnk","SigmaForge.lnk",".lnk","0.95","3/21/2026 23:58:55","4/12/2026 14:21:12","4/12/2026 14:21:12","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\ProgramData\USOShared\Logs\System\UpdateSessionOrchestration.d1f822f8-827d-4733-b983-7ceb81f58664.2.etl","UpdateSessionOrchestration.d1f822f8-827d-4733-b983-7ceb81f58664.2.etl",".etl","0","4/12/2026 14:18:25","4/12/2026 14:18:25","4/12/2026 14:18:25","C:\ProgramData\USOShared\Logs\System","False","0"
"C:\ProgramData\USOShared\Logs\System\UpdateSessionOrchestration.d1f822f8-827d-4733-b983-7ceb81f58664.1.etl","UpdateSessionOrchestration.d1f822f8-827d-4733-b983-7ceb81f58664.1.etl",".etl","1408","4/12/2026 12:33:56","4/12/2026 14:18:25","4/12/2026 14:18:25","C:\ProgramData\USOShared\Logs\System","False","0"
"C:\ProgramData\Whesvc\pool_tags_summary\pool_tags_summary_2026-04-12_18_09_45_873.json","pool_tags_summary_2026-04-12_18_09_45_873.json",".json","6.45","4/12/2026 14:09:45","4/12/2026 14:09:45","4/12/2026 14:09:45","C:\ProgramData\Whesvc\pool_tags_summary","False","0"
"C:\ProgramData\Whesvc\perftrack_summary\perftrack_summary_2026-04-12_17_53_22_579.json","perftrack_summary_2026-04-12_17_53_22_579.json",".json","1.41","4/12/2026 13:53:22","4/12/2026 13:53:22","4/12/2026 13:53:22","C:\ProgramData\Whesvc\perftrack_summary","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\SharedStorage-wal","SharedStorage-wal","","0","4/12/2026 13:50:22","4/12/2026 13:50:22","4/12/2026 13:50:22","C:\Users\Nebula\AppData\Roaming\GitHub Desktop","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Preferences","Preferences","","0.09","8/6/2025 21:56:22","4/12/2026 13:48:32","4/12/2026 13:48:32","C:\Users\Nebula\AppData\Roaming\GitHub Desktop","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Cache\No_Vary_Search\journal.baj","journal.baj",".baj","0","2/27/2026 23:29:28","4/12/2026 13:48:22","4/12/2026 13:48:22","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Cache\No_Vary_Search","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\IndexedDB\file__0.indexeddb.leveldb\LOG","LOG","","0.32","8/6/2025 21:56:12","4/12/2026 13:48:22","4/12/2026 13:48:22","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\IndexedDB\file__0.indexeddb.leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\DIPS-wal","DIPS-wal","","0.03","4/12/2026 13:48:22","4/12/2026 13:48:22","4/12/2026 13:48:22","C:\Users\Nebula\AppData\Roaming\GitHub Desktop","False","0"
"C:\Users\Nebula\AppData\Local\Temp\d27bbe50-7df2-4a6f-a388-366abee13be2.tmp","d27bbe50-7df2-4a6f-a388-366abee13be2.tmp",".tmp","0","4/12/2026 13:48:22","4/12/2026 13:48:22","4/12/2026 13:48:22","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\d27bbe50-7df2-4a6f-a388-366abee13be2.tmp","d27bbe50-7df2-4a6f-a388-366abee13be2.tmp",".tmp","0","4/12/2026 13:48:22","4/12/2026 13:48:22","4/12/2026 13:48:22","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Local Storage\leveldb\LOG","LOG","","0","8/6/2025 21:56:12","4/12/2026 13:48:22","4/12/2026 13:48:22","C:\Users\Nebula\AppData\Roaming\GitHub Desktop\Local Storage\leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\GitHub Desktop\lockfile","lockfile","","0","4/12/2026 13:48:21","4/12/2026 13:48:21","4/12/2026 13:48:21","C:\Users\Nebula\AppData\Roaming\GitHub Desktop","False","0"
"C:\Users\Nebula\AppData\Local\Temp\f832601e-46eb-4f99-8eee-9f38225a26e7.tmp","f832601e-46eb-4f99-8eee-9f38225a26e7.tmp",".tmp","0","4/12/2026 13:45:55","4/12/2026 13:45:55","4/12/2026 13:45:55","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\f832601e-46eb-4f99-8eee-9f38225a26e7.tmp","f832601e-46eb-4f99-8eee-9f38225a26e7.tmp",".tmp","0","4/12/2026 13:45:55","4/12/2026 13:45:55","4/12/2026 13:45:55","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\mcpGateway.log","mcpGateway.log",".log","0.17","4/12/2026 13:45:02","4/12/2026 13:45:25","4/12/2026 13:45:25","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\main.log","main.log",".log","0.15","4/12/2026 13:45:02","4/12/2026 13:45:25","4/12/2026 13:45:25","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\sharedprocess.log","sharedprocess.log",".log","1.2","4/12/2026 13:45:02","4/12/2026 13:45:07","4/12/2026 13:45:07","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\CachedExtensionVSIXs\ms-python.vscode-python-envs-1.26.0-win32-x64","ms-python.vscode-python-envs-1.26.0-win32-x64",".0-win32-x64","3788.21","4/12/2026 13:45:07","4/12/2026 13:45:07","4/12/2026 13:45:07","C:\Users\Nebula\AppData\Roaming\Code\CachedExtensionVSIXs","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\remoteTunnelService.log","remoteTunnelService.log",".log","0.05","4/12/2026 13:45:03","4/12/2026 13:45:03","4/12/2026 13:45:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\editSessions.log","editSessions.log",".log","0.13","4/12/2026 13:45:03","4/12/2026 13:45:03","4/12/2026 13:45:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\terminal.log","terminal.log",".log","0","4/12/2026 13:45:03","4/12/2026 13:45:03","4/12/2026 13:45:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\network-shared.log","network-shared.log",".log","0","4/12/2026 13:45:03","4/12/2026 13:45:03","4/12/2026 13:45:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\userDataSync.log","userDataSync.log",".log","0.16","4/12/2026 13:45:03","4/12/2026 13:45:03","4/12/2026 13:45:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502\telemetry.log","telemetry.log",".log","0","4/12/2026 13:45:03","4/12/2026 13:45:03","4/12/2026 13:45:03","C:\Users\Nebula\AppData\Roaming\Code\logs\20260412T134502","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776015902.log","vscode-inno-updater-1776015902.log",".log","2.02","4/12/2026 13:45:02","4/12/2026 13:45:02","4/12/2026 13:45:02","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\AppData\Local\Temp\vscode-inno-updater-1776015902.log","vscode-inno-updater-1776015902.log",".log","2.02","4/12/2026 13:45:02","4/12/2026 13:45:02","4/12/2026 13:45:02","C:\Users\Nebula\AppData\Local\Temp","False","0"
"C:\Users\Nebula\Downloads\README.md","README.md",".md","4.1","4/12/2026 13:44:39","4/12/2026 13:44:39","4/12/2026 13:44:39","C:\Users\Nebula\Downloads","False","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\Downloads (2).lnk","Downloads (2).lnk",".lnk","0.39","2/17/2026 12:01:10","4/12/2026 13:44:39","4/12/2026 13:44:39","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\AppData\Roaming\Notepad++\session.xml","session.xml",".xml","1.48","7/24/2025 03:05:40","4/12/2026 13:40:02","4/12/2026 13:40:02","C:\Users\Nebula\AppData\Roaming\Notepad++","False","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\Sec-Projects.lnk","Sec-Projects.lnk",".lnk","0.5","3/24/2026 02:42:49","4/12/2026 13:38:05","4/12/2026 13:38:05","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\New folder.lnk","New folder.lnk",".lnk","0.62","3/24/2026 10:13:08","4/12/2026 13:38:05","4/12/2026 13:38:05","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\sigmaforge_endpointforge_loop.svg.lnk","sigmaforge_endpointforge_loop.svg.lnk",".lnk","0.54","4/12/2026 13:34:27","4/12/2026 13:34:27","4/12/2026 13:34:27","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent\nebula_forge_pipeline_mermaid.svg.lnk","nebula_forge_pipeline_mermaid.svg.lnk",".lnk","0.54","4/12/2026 13:33:10","4/12/2026 13:33:10","4/12/2026 13:33:10","C:\Users\Nebula\AppData\Roaming\Microsoft\Windows\Recent","True","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\SharedStorage-wal","SharedStorage-wal","","0","4/12/2026 13:10:43","4/12/2026 13:10:43","4/12/2026 13:10:43","C:\Users\Nebula\AppData\Roaming\obsidian","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\Preferences","Preferences","","0.16","8/12/2025 04:16:36","4/12/2026 13:08:53","4/12/2026 13:08:53","C:\Users\Nebula\AppData\Roaming\obsidian","False","0"
"C:\Users\Nebula\Documents\Obsidian-Vault\Personal\.obsidian\appearance.json","appearance.json",".json","0","12/4/2025 22:20:12","4/12/2026 13:08:45","4/12/2026 13:08:45","C:\Users\Nebula\Documents\Obsidian-Vault\Personal\.obsidian","False","0"
"C:\Users\Nebula\Documents\Obsidian-Vault\Personal\.obsidian\app.json","app.json",".json","0.07","12/4/2025 22:20:12","4/12/2026 13:08:45","4/12/2026 13:08:45","C:\Users\Nebula\Documents\Obsidian-Vault\Personal\.obsidian","False","0"
"C:\Users\Nebula\Documents\Obsidian-Vault\Personal\.obsidian\core-plugins.json","core-plugins.json",".json","0.68","12/4/2025 22:20:12","4/12/2026 13:08:45","4/12/2026 13:08:45","C:\Users\Nebula\Documents\Obsidian-Vault\Personal\.obsidian","False","0"
"C:\Users\Nebula\AppData\Roaming\obsidian\IndexedDB\app_obsidian.md_0.indexeddb.leveldb\LOG","LOG","","0.33","8/12/2025 04:16:27","4/12/2026 13:08:44","4/12/2026 13:08:44","C:\Users\Nebula\AppData\Roaming\obsidian\IndexedDB\app_obsidian.md_0.indexeddb.leveldb","False","0"
"C:\Users\Nebula\AppData\Local\Temp\9d68c066-1233-40e7-a7fd-fa27c74cdfba.tmp","9d68c066-1233-40e7-a7fd-fa27c74cdfba.tmp",".tmp","0","4/12/2026 13:08:43","4/12/2026 13:08:43","4/12/2026 13:08:43","C:\Users\Nebula\AppData\Local\Temp","False","0"
