"FullPath","Name","Extension","SizeKB","Created","Modified","Accessed","Directory","SuspiciousExt","Hidden"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\0c38d13e484dec73_0","0c38d13e484dec73_0","","1.44","4/10/2026 19:20:51","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\6e6ca05aedddd9cd_0","6e6ca05aedddd9cd_0","","0.47","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\2f3fa8d90fe1e471_0","2f3fa8d90fe1e471_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\b599edc84dcddd5c_0","b599edc84dcddd5c_0","","0.23","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\5c2911c471cee4e3_0","5c2911c471cee4e3_0","","0.23","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\706891a056a68493_0","706891a056a68493_0","","0.27","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\9c2dfc89e767a645_0","9c2dfc89e767a645_0","","0.29","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\0162e06d591104bc_0","0162e06d591104bc_0","","0.26","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\0a46c28b85de0550_0","0a46c28b85de0550_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\dd4a08574f6f2d39_0","dd4a08574f6f2d39_0","","0.22","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\946bc113f22032da_0","946bc113f22032da_0","","0.43","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a62abf67bdce11be_0","a62abf67bdce11be_0","","1.69","4/10/2026 19:20:51","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\7f79c9d7034b1575_0","7f79c9d7034b1575_0","","0.27","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\d774bc05a5f5d118_0","d774bc05a5f5d118_0","","0.23","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\b67a23ca00fef538_0","b67a23ca00fef538_0","","0.23","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\71465e4be19921b1_0","71465e4be19921b1_0","","0.22","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\9dc44f9140049f5f_0","9dc44f9140049f5f_0","","1.01","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\ea2e1f697a0963c4_0","ea2e1f697a0963c4_0","","0.39","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\f239fd2b5932a529_0","f239fd2b5932a529_0","","0.27","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a58b7aad670ebda6_0","a58b7aad670ebda6_0","","0.29","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\612dbd54ab4e4b13_0","612dbd54ab4e4b13_0","","0.29","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\cb0eb9a56f4b6cfb_0","cb0eb9a56f4b6cfb_0","","0.27","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\1ecd0b67de5f7750_0","1ecd0b67de5f7750_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\981281feaac8f2fe_0","981281feaac8f2fe_0","","0.23","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\1c3c5cd550e70aff_0","1c3c5cd550e70aff_0","","0.87","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\8b31959d6dc9e487_0","8b31959d6dc9e487_0","","1.84","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\ac7bf259723ef45d_0","ac7bf259723ef45d_0","","0.33","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\56c1d0ea2893c1ad_0","56c1d0ea2893c1ad_0","","0.36","4/10/2026 19:20:51","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a2f13fa587cfb1c3_0","a2f13fa587cfb1c3_0","","1.02","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\b6b41705c61c3402_0","b6b41705c61c3402_0","","1.31","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\faf5b945f21dd25f_0","faf5b945f21dd25f_0","","0.25","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\f0edd58fd1f65891_0","f0edd58fd1f65891_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\9f81d2b42b068cb2_0","9f81d2b42b068cb2_0","","0.27","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\ad11f810a57bc0a8_0","ad11f810a57bc0a8_0","","0.44","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\0fb76a773af54999_0","0fb76a773af54999_0","","0.25","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\05a729de99ae5763_0","05a729de99ae5763_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\d9b57853824d8157_0","d9b57853824d8157_0","","0.25","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\9545335ed51be457_0","9545335ed51be457_0","","0.21","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\c935317294bd1b55_0","c935317294bd1b55_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\90ad606c80e059eb_0","90ad606c80e059eb_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\58c28a2733f72764_0","58c28a2733f72764_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\cc55ab006a1fb293_0","cc55ab006a1fb293_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\78e8c98c1b20eab6_0","78e8c98c1b20eab6_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\1875bbfd46d25779_0","1875bbfd46d25779_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\7b300fb9c737cf71_0","7b300fb9c737cf71_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\eee20804b2361760_0","eee20804b2361760_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\2c44d7e4d1d066fb_0","2c44d7e4d1d066fb_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\8fad92c824ad28a5_0","8fad92c824ad28a5_0","","0.21","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\0399957e3c066029_0","0399957e3c066029_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\c696a8bc68a1827c_0","c696a8bc68a1827c_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\8e5d760a196c9971_0","8e5d760a196c9971_0","","0.21","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\1d8d45cbb99f6fd1_0","1d8d45cbb99f6fd1_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a68772b77ca98609_0","a68772b77ca98609_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\c811e54fad0553b6_0","c811e54fad0553b6_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\e5317070db421456_0","e5317070db421456_0","","2.92","4/10/2026 19:20:49","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\6f8069f377c557fe_0","6f8069f377c557fe_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\0a80db4eb0d80a56_0","0a80db4eb0d80a56_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\befc9ea272aa867d_0","befc9ea272aa867d_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\ccec0aaa1219fd8f_0","ccec0aaa1219fd8f_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\30ca9cde2006b25d_0","30ca9cde2006b25d_0","","0.21","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\425a501ef6464213_0","425a501ef6464213_0","","0.21","4/10/2026 19:20:50","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\23524931cea5fe70_0","23524931cea5fe70_0","","0.22","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a5ba1578aea59109_0","a5ba1578aea59109_0","","0.28","4/9/2026 11:20:04","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\7c87cc27e0ce846f_0","7c87cc27e0ce846f_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\27e97ac5e1577f73_0","27e97ac5e1577f73_0","","0.22","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\2b8dae135f720584_0","2b8dae135f720584_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\7b1ca4ea4496e65d_0","7b1ca4ea4496e65d_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a02c050ac1b1954a_0","a02c050ac1b1954a_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a09aafe2f0af2846_0","a09aafe2f0af2846_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\8b9616006d034f59_0","8b9616006d034f59_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\9e73068845072001_0","9e73068845072001_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a718ad93f9e92f3c_0","a718ad93f9e92f3c_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\af2c5e828b7404a3_0","af2c5e828b7404a3_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\9c78f9e7cb437105_0","9c78f9e7cb437105_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\24c230c6fa70b6e0_0","24c230c6fa70b6e0_0","","0.22","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\f5ffe5e8bf697d02_0","f5ffe5e8bf697d02_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\9f75e7de30b62b4e_0","9f75e7de30b62b4e_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\7fd32d106bd2ddc1_0","7fd32d106bd2ddc1_0","","1.05","4/10/2026 19:20:49","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\eda5f864e8d16fac_0","eda5f864e8d16fac_0","","1.72","4/9/2026 11:20:04","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\eede990073e1ae9d_0","eede990073e1ae9d_0","","0.21","4/9/2026 11:20:06","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\cd50119ada06983b_0","cd50119ada06983b_0","","0.25","4/10/2026 19:20:49","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js\a7541c69bbe47e19_0","a7541c69bbe47e19_0","","103.54","4/12/2026 12:34:29","4/12/2026 12:34:29","4/12/2026 12:34:29","C:\Users\Nebula\AppData\Roaming\discord\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\IndexedDB\https_claude.ai_0.indexeddb.leveldb\000003.log","000003.log",".log","16.72","4/1/2026 17:34:38","4/12/2026 12:34:28","4/12/2026 12:34:27","C:\Users\Nebula\AppData\Roaming\Claude\IndexedDB\https_claude.ai_0.indexeddb.leveldb","False","0"
"C:\Users\Nebula\AppData\Roaming\discord\logs\discord_utils.log","discord_utils.log",".log","67.26","7/23/2025 16:01:45","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\discord\logs","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\59308a2253bafe25_0","59308a2253bafe25_0","","1.33","4/10/2026 19:21:15","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data\f_00004d","f_00004d","","36.58","4/12/2026 12:34:28","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\Toolkit\WMIInfo.json","WMIInfo.json",".json","0.24","4/9/2026 11:20:04","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Toolkit","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\e9b9167051e96433_0","e9b9167051e96433_0","","0.21","8/6/2025 22:05:38","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data\f_00004c","f_00004c","","96.29","4/12/2026 12:34:28","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\d5cca2e61413d5f6_0","d5cca2e61413d5f6_0","","0.24","4/12/2026 12:34:28","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\5a81f451abf98d3b_0","5a81f451abf98d3b_0","","0.24","4/12/2026 12:34:28","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\ProgramData\NVIDIA Corporation\NVIDIA App\NvDriverDiagnostics\state.json","state.json",".json","0.09","7/18/2025 05:57:26","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\ProgramData\NVIDIA Corporation\NVIDIA App\NvDriverDiagnostics","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\89fb071db4c377b9_0","89fb071db4c377b9_0","","0.24","4/10/2026 19:21:14","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\nvidia-broadcast\telemetry\localizedEndpoints.json","localizedEndpoints.json",".json","0.2","9/15/2025 11:48:27","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\nvidia-broadcast\telemetry","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\3231da7050c1a2f9_0","3231da7050c1a2f9_0","","0.24","4/10/2026 19:21:14","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data\data_2","data_2","","2056","4/5/2026 15:47:32","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Cache\Cache_Data","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\5c8dc983ac9967b7_0","5c8dc983ac9967b7_0","","0.24","4/12/2026 12:34:28","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\6b16674497505973_0","6b16674497505973_0","","0.24","4/12/2026 12:34:28","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\1f3bb4edb7e31822_0","1f3bb4edb7e31822_0","","0.24","4/12/2026 12:34:28","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
"C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js\e4a7b978231a77f5_0","e4a7b978231a77f5_0","","0.24","4/12/2026 12:34:28","4/12/2026 12:34:28","4/12/2026 12:34:28","C:\Users\Nebula\AppData\Roaming\Claude\Code Cache\js","False","0"
